"ID","low","medium","high"
1,0.411059964987733,0.301202855380542,0.287737179631725
2,0.114350260472159,0.432193746097626,0.453455993430215
3,0.433705826505709,0.420777266265857,0.145516907228433
4,0.683815255067291,0.203886551177779,0.11229819375493
5,0.84356481732066,0.119217170617272,0.0372180120620684
6,0.176278971533376,0.360554520998195,0.463166507468429
7,0.801428322992012,0.157776810507229,0.0407948665007585
8,0.651093069889903,0.181418740615456,0.167488189494641
9,0.0881872346256663,0.338378937583315,0.573433827791018
10,0.324442417368578,0.442609196238225,0.232948386393196
11,0.557898936068127,0.3921181019255,0.049982962006373
12,0.706401649324646,0.212996070690965,0.0806022799843896
13,0.182147220841425,0.387216148282592,0.430636630875982
14,0.267741623330504,0.461521342909613,0.270737033759883
15,0.476607956304883,0.382258192432713,0.141133851262404
16,0.470972178100893,0.437457364599851,0.0915704572992564
17,0.0953488741216311,0.296953963811916,0.607697162066453
18,0.285371097919337,0.502431230926278,0.212197671154385
19,0.215834404940758,0.481765185177126,0.302400409882116
20,0.116101307930849,0.478107243218914,0.405791448850237
21,0.419622249271501,0.383020383966027,0.197357366762473
22,0.141670617773128,0.37887883712027,0.479450545106601
23,0.138304490322907,0.471919158851876,0.389776350825217
24,0.616758127848208,0.296217277431291,0.0870245947205017
25,0.18758723186006,0.676524282521835,0.135888485618105
26,0.188798833027769,0.564760048742873,0.246441118229358
27,0.121535381828075,0.536270063804114,0.342194554367811
28,0.464592431731468,0.321456682645101,0.213950885623431
29,0.676342392500896,0.264169180997113,0.0594884265019911
30,0.240146572474869,0.527995212952819,0.231858214572312
31,0.0454383164549003,0.28583207176614,0.66872961177896
32,0.250236305689088,0.48969670726777,0.260066987043142
33,0.109975303028919,0.251851252289607,0.638173444681474
34,0.247568154438184,0.303335293428327,0.449096552133489
35,0.180171522385311,0.544876072274261,0.274952405340427
36,0.318075412562061,0.406524660452438,0.275399926985501
37,0.65817305783752,0.300182312585383,0.0416446295770968
38,0.733013493493474,0.182384311900571,0.0846021946059552
39,0.160043541883066,0.315987818846749,0.523968639270185
40,0.387479525456503,0.409938437611159,0.202582036932338
41,0.546656216918024,0.39683822199451,0.0565055610874657
42,0.183366211741774,0.553383792832304,0.263249995425922
43,0.92762295590802,0.054594235663116,0.017782808428864
44,0.0832631696819118,0.248475387076858,0.66826144324123
45,0.271863721797829,0.59400123284994,0.134135045352231
46,0.664543978270612,0.189267870391645,0.146188151337743
47,0.332121345319086,0.533524476630311,0.134354178050603
48,0.0975319163451139,0.167174917518595,0.735293166136291
49,0.123244337994484,0.351368911024732,0.525386750980785
50,0.149322665150158,0.610605909228565,0.240071425621277
51,0.123637881410434,0.477591726646672,0.398770391942894
52,0.0525055376416806,0.64386887947721,0.30362558288111
53,0.229518113653364,0.443133603973746,0.32734828237289
54,0.339502321210062,0.414367288003751,0.246130390786187
55,0.546348488219599,0.380111474287119,0.0735400374932814
56,0.115618549117246,0.367891494475292,0.516489956407462
57,0.331490029574061,0.569142709664935,0.099367260761004
58,0.0928975722916625,0.340715684145532,0.566386743562805
59,0.253429166386812,0.557199001037227,0.189371832575961
60,0.931377259320615,0.047269387181512,0.0213533534978728
61,0.235812856305337,0.429388602333469,0.334798541361194
62,0.292622183240938,0.516677574144164,0.190700242614898
63,0.320928155352979,0.347732456795267,0.331339387851754
64,0.57154924867009,0.254184814344523,0.174265936985387
65,0.2635569358074,0.438420028840151,0.298023035352449
66,0.244459819358379,0.659440572111217,0.0960996085304044
67,0.332499314682434,0.540016525643565,0.127484159674001
68,0.227610708853905,0.423389409076226,0.348999882069869
69,0.121804798012816,0.444078406129389,0.434116795857795
70,0.348909277945747,0.409978469511416,0.241112252542838
71,0.194411925402236,0.376964468240201,0.428623606357562
72,0.242177144386126,0.611581218188776,0.146241637425098
73,0.934655150592578,0.0484132494547837,0.0169315999526388
74,0.0996166513720269,0.439084141763215,0.461299206864758
75,0.812307477324816,0.150842335555182,0.0368501871200021
76,0.418695845135019,0.358412602664475,0.222891552200506
77,0.0517670099658766,0.285320938405936,0.662912051628188
78,0.1680205457915,0.707113185931057,0.124866268277443
79,0.949731888181529,0.0356375949329072,0.0146305168855642
80,0.245726015419264,0.578206150409012,0.176067834171724
81,0.515501008075104,0.298873083734931,0.185625908189965
82,0.320928155352979,0.347732456795267,0.331339387851754
83,0.65268614428486,0.257359247906272,0.0899546078088675
84,0.469613362034776,0.418872017270844,0.111514620694381
85,0.562631096563786,0.339267212340795,0.0981016910954187
86,0.797515539457805,0.169854988368866,0.0326294721733291
87,0.222760496358541,0.448592149207434,0.328647354434025
88,0.0966858298991785,0.340710586104022,0.5626035839968
89,0.153844887128121,0.569473017221956,0.276682095649922
90,0.528844182757193,0.299511028982527,0.17164478826028
91,0.117700973463898,0.349466529477638,0.532832497058464
92,0.168095347059086,0.302143524481608,0.529761128459307
93,0.187701483596932,0.50466315607506,0.307635360328008
94,0.190082218701015,0.527648198966569,0.282269582332416
95,0.295045674992924,0.562049400498729,0.142904924508348
96,0.749395696464337,0.188028124918251,0.0625761786174119
97,0.136132036778762,0.438062153499962,0.425805809721276
98,0.736017400034117,0.195236150171108,0.0687464497947748
99,0.26476868895712,0.503043480184397,0.232187830858483
100,0.323299921609326,0.306403209551916,0.370296868838758
101,0.0995668106174285,0.366180995922503,0.534252193460069
102,0.19861816013011,0.536851780011511,0.264530059858379
103,0.59234948135805,0.286146777154266,0.121503741487683
104,0.821714051673919,0.144098097173766,0.034187851152315
105,0.636561985379659,0.28297526961553,0.0804627450048101
106,0.530200504112626,0.375592352209871,0.0942071436775028
107,0.0738416384084846,0.428426992673042,0.497731368918473
108,0.82954628781074,0.119473602501427,0.0509801096878329
109,0.272594898070157,0.494151494294054,0.233253607635789
110,0.176328369432968,0.386553128338165,0.437118502228868
111,0.705967736860034,0.229860104417533,0.0641721587224334
112,0.30501461277843,0.509773931140499,0.185211456081071
113,0.303813464091465,0.47208653412974,0.224100001778795
114,0.272692064341701,0.484002883983765,0.243305051674535
115,0.927503423098515,0.0486488539374727,0.0238477229640122
116,0.234801822419806,0.508075074331224,0.25712310324897
117,0.566863367190068,0.368104253351305,0.0650323794586274
118,0.283116122462995,0.485445103356928,0.231438774180077
