"ID","low","medium","high"
1,0.428587300553774,0.339653240141757,0.231759459304469
2,0.143137387347254,0.38959632638672,0.467266286266026
3,0.39646819687806,0.440051460199441,0.163480342922499
4,0.721021795626682,0.174745721695546,0.104232482677771
5,0.801998813745186,0.153785788792762,0.0442153974620523
6,0.15210287888764,0.398893954872161,0.449003166240198
7,0.796191916192093,0.161852082139408,0.041956001668499
8,0.691059454763499,0.17712905193885,0.131811493297652
9,0.0749275391567869,0.38830086530046,0.536771595542753
10,0.319977342264177,0.408994332280994,0.271028325454829
11,0.542561217167105,0.403854045263069,0.0535847375698256
12,0.740658697411125,0.185517725057336,0.073823577531539
13,0.202947292540676,0.350199895034095,0.446852812425229
14,0.258919358558565,0.520435927617881,0.220644713823553
15,0.44525900994432,0.438357456013911,0.116383534041769
16,0.52303031071566,0.368448179064773,0.108521510219568
17,0.127265224951139,0.289256538982008,0.583478236066853
18,0.259145914484609,0.543611631953717,0.197242453561674
19,0.265398670990372,0.451011210891124,0.283590118118505
20,0.110464858898922,0.405181913926498,0.48435322717458
21,0.398819078722579,0.377681465701957,0.223499455575464
22,0.137620600787748,0.38092540679103,0.481453992421221
23,0.121755565496469,0.540711603762546,0.337532830740985
24,0.669534037229843,0.211445906044498,0.119020056725659
25,0.222442282607375,0.673372327470239,0.104185389922386
26,0.176139524482499,0.633631314795177,0.190229160722324
27,0.0951098159784329,0.548886263854387,0.35600392016718
28,0.44191292685777,0.335280123424123,0.222806949718107
29,0.643230707593738,0.301115863546466,0.0556534288597961
30,0.200417485487433,0.547844795690735,0.251737718821831
31,0.0424030316197504,0.227977756013108,0.729619212367141
32,0.224162221350695,0.491537286033272,0.284300492616033
33,0.102272268326705,0.216212526930561,0.681515204742734
34,0.196995359340848,0.354299263623375,0.448705377035777
35,0.148109847617556,0.632841851768816,0.219048300613628
36,0.28326666744524,0.480434238474082,0.236299094080677
37,0.664347590551085,0.288841352115049,0.0468110573338653
38,0.721873345857136,0.190572674872604,0.0875539792702601
39,0.174903748899719,0.316988973181674,0.508107277918606
40,0.369521905732409,0.442875875421508,0.187602218846083
41,0.620112744400636,0.313536397750169,0.0663508578491951
42,0.189573284393888,0.528025694258972,0.28240102134714
43,0.941692205145618,0.0465844464106644,0.0117233484437179
44,0.0722604439527722,0.26140967699585,0.666329879051378
45,0.358061191208923,0.473622091347298,0.168316717443779
46,0.558858021822851,0.307951558104267,0.133190420072882
47,0.345113637890475,0.540720275516566,0.114166086592959
48,0.0819313061612317,0.103701027866458,0.81436766597231
49,0.11421439457028,0.411667553266692,0.474118052163028
50,0.190281864534101,0.572095240314042,0.237622895151857
51,0.171345984780508,0.44638438888627,0.382269626333222
52,0.0554362409476353,0.662048200805031,0.282515558247333
53,0.224613602194822,0.381071745475491,0.394314652329687
54,0.257483563279074,0.429091129469895,0.313425307251031
55,0.525656605959943,0.399915454663073,0.0744279393769832
56,0.10870035689851,0.382590126513702,0.508709516587788
57,0.414740551907548,0.471746306389778,0.113513141702674
58,0.0866520433512738,0.33510571566757,0.578242240981156
59,0.264266704804046,0.495219145028495,0.240514150167459
60,0.917157542291288,0.0547290267684233,0.0281134309402884
61,0.204672286785226,0.474786195329635,0.320541517885138
62,0.259222738058546,0.576044116172755,0.164733145768699
63,0.293088785343691,0.296730577133551,0.410180637522758
64,0.599754161566117,0.263437003103785,0.136808835330098
65,0.313216828949645,0.374219794769299,0.312563376281056
66,0.291002343514131,0.620700280127913,0.0882973763579564
67,0.355379139181101,0.528017218733762,0.116603642085136
68,0.22726149187623,0.344561657124118,0.428176850999652
69,0.133098668005611,0.351268030119756,0.515633301874633
70,0.402025251200377,0.370182531741275,0.227792217058348
71,0.155206425370441,0.508514071425229,0.33627950320433
72,0.280417140790758,0.5410609695515,0.178521889657742
73,0.942782928666618,0.0456615179434778,0.0115555533899041
74,0.200014007350543,0.325694389212702,0.474291603436754
75,0.827871635991289,0.136253525375128,0.0358748386335833
